crn,cname,title,semester,credit,status,schedule,begin,end,building,room,capacity,professor,preq,desc,major
83494,AH 219,21st CENTURY ART MUSEUM,Spring 2018,4.0,Open,F,1025,1305,MOREY,524,20,CAPPETTA A,NULL,"Part historical, part theoretical and part practical, this class will explore recent currents in museum practice and exhibition-making, including Institutional Critique, New Institutionalism, Relational Aesthetics, Visitor-Centered Curating, and Object-Based Learning, all of which intend to transform the museum into an active environment for cultural participation, experimentation and learning. Students will use these concepts and case studies as departure points for a variety of projects related to the Memorial Art Gallery. These include reimagining areas within the museum’s display of its collection, and working on the interpretive plan for a section of the upcoming exhibition, Monet’s Waterloo Bridge: Vision and Process. Classes will be held at River Campus and the MAG.",AH
82214,AH 233,THINKING THROUGH THE COPY,Spring 2018,4.0,Open,TR,1105,1220,LCHAS,163,20,DURO P,NULL,"What is a copy? The question may seem trivial and the answer obvious, yet just what do we mean when we say a work is a copy? Is a copy the same thing as a reproduction, replication, repetition, imitation, duplicate, or facsimile? And what of related terms such as fake, forgery or counterfeit? Throughout history artists have addressed the work of others, and sometimes their own work, from the point of view of imitating it, appropriating it, and refashioning it. As a practice copying in its many forms has underpinned the production of art since earliest times. As a theory imitation precedes notions of authenticity and originality, and may be said to bring these latter concepts into being. This course will examine copying across the full range visual media – painting, sculpture, architecture, printmaking photography, film and new media.",AH
79957,AH 234,ART AND ENVIRONMENT,Spring 2018,4.0,Open,W,1400,1640,MOREY,524,15,LIU L,NULL,"Environment is the unification of space, time, and value. What does art have to do with it? This seminar examines the possibilities of art by considering its engagement with or alienation from the living worlds and beyond. It challenges the dualist views of culture and nature by instead examining the interdependence and interconnection among human bodies and other living organisms or non-living things. It will consider current pressing issues of Anthropocene, climate change, eco-aesthetics and the dark sides of the ecosystems, as well as the economy and politics of scales relative to the views of the local, global, and planetary spaces. Besides reading a set of interdisciplinary literature on relevant topics, we will focus on examples and case studies of Chinese landscape paintings throughout history.",AH
82901,AH 238,Contemporary Black Literature and Visual Culture,Spring 2018,4.0,Open,MW,1025,1140,DEWEY,4162,14,WEEBER S,NULL,"This class will explore the intersections between race, literature, and visual culture. We will read graphic novels; texts that reflect on film, photography, and painting; poetry that splices text and visual art together; and remediations and adaptations, including texts adapted for film. We will think through the ways in which contemporary culture is shaped by and shapes the verbal and visual work created by artists, speakers, writers, filmmakers, and activists. What are the possibilities and limitations of different media and forms, and how does black art exploit and explode these possibilities and limitations? We will ask questions about representation and the politics of art. In the wake of movements like #OscarsSoWhite, what is the artist’s responsibility when it comes to addressing and responding to representation in contemporary culture? Does black art have a responsibility to positively portray the black community?",AH
78225,AH 241,AESTHETICS,Spring 2018,4.0,Open,TR,1815,1930,GAVET,202,75,DORAN R,NULL,"Studies the history of “aesthetic” thought—namely the philosophical reflection on the concepts of beauty, taste, and sublimity, on our affective response to art and nature, and on the role of art and the artist in society—from Plato to the present, with particular emphasis on how it relates to questions of epistemology, anthropology, ethics, ontology, and politics. Readings from Plato, Aristotle, Longinus, Dubos, Burke, Rousseau, Kant, Hegel, Schopenhauer, Wagner, Nietzsche, Lyotard, Derrida, Rancière. Conducted in English.",AH
10472,AH 260,QUEER THEORY,Spring 2018,4.0,Open,M,1815,2055,LATT,540,18,ZIGELYTE L,NULL,"Over the past few decades, queer theory has pushed the boundaries of thinking about social categories that organize society. From scholarship on popular culture to science studies, perspectives that use queer theory have devised a rich vocabulary to speak about bodies, sexuality, desire, kinship, power, and survival in times of distress. This course surveys key debates in queer theory that have established and refined its uses in the humanities and social sciences. Perspectives to be examined will include but are not limited to diasporic voices, black feminists, contemporary social justice activists, and artists of color.",AH
80645,AH 276,EARLY CIVILIZATIONS OF AFRICA,Spring 2018,4.0,Open,TR,1650,1805,B&L,315,20,NKUMBAAN S,NULL,"The course will examine the environmental, social and cultural dynamics that led to urbanism and other aspects of cultural transformation in Africa before the advent of European colonialism. Topics include concepts of civilization, civilization of Africa, including those of the Nile Valley, the Horn of Africa, the Western Sudan, Zimbabwe, the Inland Niger Delta and the West African Rainforest. The role of the peripheries in the development of these centres will be looked at.",AH
86122,AH 277,"Women's Power in Italian Art: Eros, Passions, and Business",Spring 2018,4.0,Open,MW,1525,1640,LATT,431,0,BARONI A,NULL,"Emblem and metaphor of vices and virtues, the female body has been the undisputed protagonist of ancient and modern art. But how profound was the feminine influence in Italian art from the 14th to the 20th century? More specifically, what importance did female artists have in the visual arts, art collecting, art-related business, and patronage? This course will address this theme along three lines of inquiry: female portraiture and self-portraiture, body anatomy (the nude), and women’s role in the practice of the visual arts. While examining fashion as a way of understanding social conventions regulating women’s public and private life, we will also analyze how powerful and influential women artists like Isabella d’Este and Artemisia Gentileschi, or American art collectors in love with Italian culture, like Isabella Stewart Gardner and Peggy Guggenheim were, in fact, not merely ‘objects’ of (male) inspiration but real agents of innovation in the business world, in society, and in the artistic environment.",AH
10510,AH 285,HISTORY OF PHOTOGRAPHY II,Spring 2018,4.0,Open,MW,1025,1140,MOREY,502,20,LEWIS J,NULL,"This course covers key themes in the history of photography in the 20th & 21st century, when the medium achieved an unforeseen ubiquity. Photography’s attraction as an object of study is that there remains no aspect of modern life – from birth to death, from sex to war, from atoms to planets, from commerce to art – that is not touched by it in one way or another. Photography is a class of images and practices that thoroughly infiltrates and mediates the world around us. This ubiquity poses a unique problem for art history: how do we develop a method of analysis for something so functionally diverse? How can we differentiate the photograph as an object, a representation subject to manipulation, as well as what it represents with such exacting fidelity? We will address such questions by studying photography's history in relation to various social, cultural, and technological conditions from the advent of Modernism to the global spread of the camera phone.",AH
78317,AH 288,CULTURE IN CHAOS: RUSSIA'S SILVER AGE,Spring 2018,4.0,Open,TR,1400,1515,LATT,401,0,MASLENNIKOVA,NULL,"From the assassination of Alexander II in 1881 to the rise of the Soviet Union in 1925, Russia was the scene of political and cultural upheaval. The literature of this period is especially rich, with great poetic talents (Blok, Akhmatova, Mandelstam, Mayakovsky) and blockbuster novels (Sologub’s Petty Demon and Bely’s Petersburg), but all the arts participated. In addition to literature, this course will examine developments in music (Stravinsky, Scriabin), drama (the Moscow Art Theatre), painting (Vrubel, Roerich, Goncharova, Malevich), and dance (the Ballet Russe). No longer simply adapting foreign forms, Russian culture was at the forefront of the European avant-garde. The Bolshevik Revolution of 1917 began to bring this cultural renaissance to an end, and rising Soviet Power sent its remaining creative spirits underground or abroad, but its influence and memory in Russian and world culture has lasted till this day.",AH
80662,AH 302,ARCHAEOLOGY OF WEST AFRICA: 500 R.C. - A.D. 1950,Spring 2018,4.0,Open,TR,1400,1515,LCHAS,181,20,NKUMBAAN S,NULL,"The course will enable the student to understand the inception of present-day complex societies of West Africa and how they evolved, and their vicissitudes in the period 500 B.C. to A.D. 1950. Themes include general characteristics of West African societies in the Iron Age, origins of copper and iron technology and their effects on local societies, megalith and tumuli sites of the Western Sudan, urbanism, and trade networks and contacts in West Africa.",AH
79911,AH 307,RHETORIC OF THE FRAME,Spring 2018,4.0,Open,R,1400,1640,MOREY,524,20,DURO P,NULL,"The task of any discussion of frames and framing in the visual arts whether in painting, sculpture, film, performance, architecture, graphic novels and cartoon strips, or digital media - is first and foremost to counter the tendency of framing devices to invisibility with respect to the artwork they supposedly contain. We see the work, but we do not see the frame. It is against this tendency to ignore the frame that this seminar is directed. At first glance the frame may seem to be as unproblematic. Starting from a consideration of the foundational texts of frame theory in the philosophy of Immanuel Kant, we will examine the discursive limits of the material and non-material border in the writings of, among others, Mayer Schapiro, Martin Heidegger, Jean-Claude Lebensztejn, Louis Marin, Craig Owens, and Jacques Derrida.",AH
82258,AH 326,ICONOCLASM,Spring 2018,4.0,Open,M,1400,1640,MOREY,524,20,LEWIS J,NULL,"What does it mean to destroy an image? What ideas are behind such ""iconoclastic"" acts throughout history? This seminar explores various episodes in the ongoing war of, and against, images, when critics called for the destruction of works of art deemed too offensive or sacrilegious, and when individuals committed actual violence against representations. Beginning with an analysis of state-sanctioned iconoclasm in 8th- and 9th-century Byzantium, the course picks up again in the modern era, exploring the ways in which the public desecration of images expose complex political issues, whether such acts are conducted in the service of oppression or as forms of protest. Each week, we will explore an iconoclastic event, from the desecration of Christian art by French Revolutionaries in the 1790s, to the telecast of the dynamiting of the Bamiyan statues by the Taliban in 2001. In addition, we will ask how iconoclasm evidences an eternally renewed faith in the power and terror of images.",AH
79587,AH 328,"SLOW CINEMA: AGNES VARDA, CHANTAL AKERMAN, MICHELANGELO ANTONIONI, AND JEAN-LUC GODARD",Spring 2018,4.0,Open,T,1400,1640,MOREY,504,20,WILLIS S,SHOULD HAVE ALREADY TAKEN TWO FILM CLASSES,"This course will explore the many ways in which cinema operates as a time machine.  Through close analysis of works by Agnès Varda, Chantal Akerman, Michelangelo Antonioni, and Jean-Luc Godard we will consider varieties of cinematic temporality in relation to questions of history and memory (collective and subjective).  Readings will include: Gilles Deleuze, Kaja Silverman, David Rodowick, Siegfried Kracauer, Walter Benjamin.",AH
79982,AH 340,THE ART OF INDUSTRY,Spring 2018,4.0,Open,T,1400,1640,MOREY,524,20,CHRISTENSEN P,Field trips in the Rochester area will be a critical aspect of the class. Students will be encouraged to develop a digital component to a term research project in consultation with the instructor.,"Where do technological rationalism and aesthetic beauty converge? The course will address this question through an examination of things and places produced from the advent of the Industrial Revolution to the present, with a specific emphasis on the built environment as well as global contexts of industrial production. Theoretical and primary texts, including works by Marx, Benjamin, Loos, Le Corbusier, Kracauer, Banham and Appadurai, will contextualize a series of thematic concerns including the rise of an industrial vernacular, the “machine aesthetic”, the interrelationship of form and function, international transmutations of technology, Taylorism and Fordism, mass production and the industrial ruin. Subjects considered will include factories and plants, mass housing systems, objects of industrial design as well as artistic representations thereof. The course will be rooted in discussion but may be supplemented by formal presentations as appropriate.",AH
10561,AH 391,INDEPENDENT STUDY,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10587,AH 391W,INDEPENDENT STUDY,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Independent study under faculty guidance of a limited field of art history or individual study on a single topic at an advanced level under the guidance of a member of the art history faculty.,AH
10593,AH 392,PRACTICUM,Spring 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,15,NULL,NULL,"Each student will intern in an institution arranged or approved by the Art and Art History faculty. The purpose of this internship is to give students an insiders' view of the workings of the art world.  Students will be expected to document their internship experiences as a means of evaluation at the end of the semester. This program is limited to second, third, fourth and fifth year undergraduate students interested in learning about all aspects of contemporary art, about how art gets made, how it reaches its public, and the processes of its interpretation.  Internships will consist of 20 hours per week, for which students will receive eight credits.  Permission of instructor required.",AH
10609,AH 393,ART HISTORY HONORS PROJECT,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,"See ""Requirements for Honors in Art History.""",AH
10623,AH 393W,ART HISTORY HONORS PROJECT,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10646,AH 394,INTERNSHIPS,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,Internships in London and the United States.,AH
88783,AH 394A,EURPEAN ARTS INTERNSHIP,Spring 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,10,TOPOLSKI A,NULL,NULL,AH
10658,AH 395,IND RESEARCH,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10660,AH 396,MUSEUM INTERNSHIP,Spring 2018,4.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10671,AH 397,EUROPEAN ARTS INTERNSHIP,Spring 2018,8.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
86607,AH 414,SOUND AND SENSE,Spring 2018,4.0,Open,M,1025,1305,MOREY,524,15,RUEB T,NULL,"This seminar will be organized around a broad survey of the literature in sound studies.  We will also read and audition the work of sound artists and practitioners who have inquired into the nature of sound and sense through a variety of enactments.  Students will keep media journals–including recordings, short listening exercises, writings and sound productions–through which they can explore and reflect upon their everyday sound experiences throughout the semester.  Part scholarly seminar, part practice-based research, the course encourages a self-reflexive and performative inquiry into questions regarding the relationship of sound and sense.  Some questions to be considered include:  How has sound been historically understood and constructed in relation to the senses?  How does the naming and categorizing of the senses structure knowledge and ways of knowing?  How are hearing and listening related?  How do sonic and acoustic metaphors structure consciousness?  How do concepts such as “secondary orality”...",AH
83506,AH 419,21st CENTURY ART MUSEUM,Spring 2018,4.0,Open,F,1025,1305,MOREY,524,20,CAPPETTA A,NULL,"Part historical, part theoretical and part practical, this class will explore recent currents in museum practice and exhibition-making, including Institutional Critique, New Institutionalism, Relational Aesthetics, Visitor-Centered Curating, and Object-Based Learning, all of which intend to transform the museum into an active environment for cultural participation, experimentation and learning. Students will use these concepts and case studies as departure points for a variety of projects related to the Memorial Art Gallery. These include reimagining areas within the museum’s display of its collection, and working on the interpretive plan for a section of the upcoming exhibition, Monet’s Waterloo Bridge: Vision and Process. Classes will be held at River Campus and the MAG.",AH
10701,AH 423,COLLECTIONS MNGT & CARE,Spring 2018,4.0,Open,R,900,1200,GEH,NULL,0,ARNONE O,NULL,This course provides an overview of collection registration and cataloguing.THIS COURSE IS RESTRICTED TO PPCM STUDENTS ONLY.,AH
82223,AH 433,THINKING THROUGH THE COPY,Spring 2018,4.0,Open,TR,1105,1220,LCHAS,163,20,DURO P,NULL,"What is a copy? The question may seem trivial and the answer obvious, yet just what do we mean when we say a work is a copy? Is a copy the same thing as a reproduction, replication, repetition, imitation, duplicate, or facsimile? And what of related terms such as fake, forgery or counterfeit? Throughout history artists have addressed the work of others, and sometimes their own work, from the point of view of imitating it, appropriating it, and refashioning it. As a practice copying in its many forms has underpinned the production of art since earliest times. As a theory imitation precedes notions of authenticity and originality, and may be said to bring these latter concepts into being. This course will examine copying across the full range visual media – painting, sculpture, architecture, printmaking photography, film and new media.",AH
79966,AH 434,ART AND ENVIRONMENT,Spring 2018,4.0,Open,W,1400,1640,MOREY,524,15,LIU L,NULL,"Environment is the unification of space, time, and value. What does art have to do with it? This seminar examines the possibilities of art by considering its engagement with or alienation from the living worlds and beyond. It challenges the dualist views of culture and nature by instead examining the interdependence and interconnection among human bodies and other living organisms or non-living things. It will consider current pressing issues of Anthropocene, climate change, eco-aesthetics and the dark sides of the ecosystems, as well as the economy and politics of scales relative to the views of the local, global, and planetary spaces. Besides reading a set of interdisciplinary literature on relevant topics, we will focus on examples and case studies of Chinese landscape paintings throughout history.",AH
82916,AH 438,Contemporary Black Literature and Visual Culture,Spring 2018,4.0,Open,MW,1025,1140,DEWEY,4162,14,WEEBER S,NULL,"This class will explore the intersections between race, literature, and visual culture. We will read graphic novels; texts that reflect on film, photography, and painting; poetry that splices text and visual art together; and remediations and adaptations, including texts adapted for film. We will think through the ways in which contemporary culture is shaped by and shapes the verbal and visual work created by artists, speakers, writers, filmmakers, and activists. What are the possibilities and limitations of different media and forms, and how does black art exploit and explode these possibilities and limitations? We will ask questions about representation and the politics of art. In the wake of movements like #OscarsSoWhite, what is the artist’s responsibility when it comes to addressing and responding to representation in contemporary culture? Does black art have a responsibility to positively portray the black community?",AH
78233,AH 441,AESTHETICS,Spring 2018,4.0,Open,TR,1815,1930,GAVET,202,75,DORAN R,NULL,"Studies the history of “aesthetic” thought—namely the philosophical reflection on the concepts of beauty, taste, and sublimity, on our affective response to art and nature, and on the role of art and the artist in society—from Plato to the present, with particular emphasis on how it relates to questions of epistemology, anthropology, ethics, ontology, and politics. Readings from Plato, Aristotle, Longinus, Dubos, Burke, Rousseau, Kant, Hegel, Schopenhauer, Wagner, Nietzsche, Lyotard, Derrida, Rancière. Conducted in English.",AH
10738,AH 485,HISTORY OF PHOTOGRAPHY II,Spring 2018,4.0,Open,MW,1025,1140,MOREY,502,20,LEWIS J,NULL,"This course covers key themes in the history of photography in the 20th & 21st century, when the medium achieved an unforeseen ubiquity. Photography’s attraction as an object of study is that there remains no aspect of modern life – from birth to death, from sex to war, from atoms to planets, from commerce to art – that is not touched by it in one way or another. Photography is a class of images and practices that thoroughly infiltrates and mediates the world around us. This ubiquity poses a unique problem for art history: how do we develop a method of analysis for something so functionally diverse? How can we differentiate the photograph as an object, a representation subject to manipulation, as well as what it represents with such exacting fidelity? We will address such questions by studying photography's history in relation to various social, cultural, and technological conditions from the advent of Modernism to the global spread of the camera phone.",AH
10740,AH 491,INDEPENDENT STUDY,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
10752,AH 493,SPECIAL TOPICS,Spring 2018,0.0,Open,TBA,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,AH
79925,AH 507,RHETORIC OF THE FRAME,Spring 2018,4.0,Open,R,1400,1640,MOREY,524,20,DURO P,NULL,"The task of any discussion of frames and framing in the visual arts whether in painting, sculpture, film, performance, architecture, graphic novels and cartoon strips, or digital media - is first and foremost to counter the tendency of framing devices to invisibility with respect to the artwork they supposedly contain. We see the work, but we do not see the frame. It is against this tendency to ignore the frame that this seminar is directed. At first glance the frame may seem to be as unproblematic. Starting from a consideration of the foundational texts of frame theory in the philosophy of Immanuel Kant, we will examine the discursive limits of the material and non-material border in the writings of, among others, Mayer Schapiro, Martin Heidegger, Jean-Claude Lebensztejn, Louis Marin, Craig Owens, and Jacques Derrida.",AH
82260,AH 526,ICONOCLASM,Spring 2018,4.0,Open,M,1400,1640,MOREY,524,20,LEWIS J,NULL,"What does it mean to destroy an image? What ideas are behind such ""iconoclastic"" acts throughout history? This seminar explores various episodes in the ongoing war of, and against, images, when critics called for the destruction of works of art deemed too offensive or sacrilegious, and when individuals committed actual violence against representations. Beginning with an analysis of state-sanctioned iconoclasm in 8th- and 9th-century Byzantium, the course picks up again in the modern era, exploring the ways in which the public desecration of images expose complex political issues, whether such acts are conducted in the service of oppression or as forms of protest. Each week, we will explore an iconoclastic event, from the desecration of Christian art by French Revolutionaries in the 1790s, to the telecast of the dynamiting of the Bamiyan statues by the Taliban in 2001. In addition, we will ask how iconoclasm evidences an eternally renewed faith in the power and terror of images.",AH
85745,AH 528,"SLOW CINEMA: AGNES VARDA, CHANTAL AKERMAN, MICHELANGELO ANTONIONI, AND JEAN-LUC GODARD",Spring 2018,4.0,Open,T,1400,1640,MOREY,504,20,WILLIS S,SHOULD HAVE ALREADY TAKEN TWO FILM CLASSES,"This course will explore the many ways in which cinema operates as a time machine.  Through close analysis of works by Agnès Varda, Chantal Akerman, Michelangelo Antonioni, and Jean-Luc Godard we will consider varieties of cinematic temporality in relation to questions of history and memory (collective and subjective).  Readings will include: Gilles Deleuze, Kaja Silverman, David Rodowick, Siegfried Kracauer, Walter Benjamin.",AH
79998,AH 540,THE ART OF INDUSTRY,Spring 2018,4.0,Open,T,1400,1640,MOREY,524,20,CHRISTENSEN P,Field trips in the Rochester area will be a critical aspect of the class. Students will be encouraged to develop a digital component to a term research project in consultation with the instructor.,"Where do technological rationalism and aesthetic beauty converge? The course will address this question through an examination of things and places produced from the advent of the Industrial Revolution to the present, with a specific emphasis on the built environment as well as global contexts of industrial production. Theoretical and primary texts, including works by Marx, Benjamin, Loos, Le Corbusier, Kracauer, Banham and Appadurai, will contextualize a series of thematic concerns including the rise of an industrial vernacular, the “machine aesthetic”, the interrelationship of form and function, international transmutations of technology, Taylorism and Fordism, mass production and the industrial ruin. Subjects considered will include factories and plants, mass housing systems, objects of industrial design as well as artistic representations thereof. The course will be rooted in discussion but may be supplemented by formal presentations as appropriate.",AH
